gene_symbol	inheritance_class	LOEUF	missense	geneIds
CD27	recessive	0.92	0.132	ENSG00000139193
RPSA	Dom	0.368	2.42	ENSG00000168028
IL21R	recessive	0.205	0.749	ENSG00000103522
TPM4	Dom	0.509	0.951	ENSG00000167460
ZNF408	Dom	0.816	0.712	ENSG00000175213
KIF23	Dom	0.146	2.08	ENSG00000137807
BMS1	Dom	0.448	0.26	ENSG00000165733
SLC25A1	Dom	0.649	1.24	ENSG00000100075
ANK3	recessive	0.089	2.79	ENSG00000151150
RAB28	Dom	0.761	0.377	ENSG00000157869
PRDM16	Dom	0.187	1.35	ENSG00000142611
ADAM10	Dom	0.117	3.31	ENSG00000137845
MYH7B	Dom	0.944	-0.341	ENSG00000078814
RSPH1	Dom	0.985	0.138	ENSG00000160188
ZMYND10	Dom	0.859	0.932	ENSG00000004838
SCN2B	Dom	1.4	0.317	ENSG00000149575
ANKS6	recessive	0.694	-0.0756	ENSG00000165138
ARL2BP	Dom	1.35	0.826	ENSG00000102931
CHST8	recessive	1.12	1.01	ENSG00000124302
ELMOD3	recessive	1.61	0.397	ENSG00000115459
SBF1	recessive	0.265	0.527	ENSG00000100241
TMPRSS4	recessive	1.01	0.347	ENSG00000137648
FOS	recessive	0.645	1.08	ENSG00000170345
FGF16	Dom	0.65	0.884	ENSG00000196468
GRID2	recessive	0.17	0.708	ENSG00000152208
ADAT3	recessive	1.46	-0.422	ENSG00000213638
SARS2	recessive	0.926	0.249	ENSG00000104835
ATP1A1	Dom	0.121	6.22	ENSG00000163399
BUB1	Dom	0.601	0.848	ENSG00000169679
BUB3	Dom	0.416	1.98	ENSG00000154473
CCDC65	Dom	1.12	-0.236	ENSG00000139537
SPAG1	Dom	0.761	0.908	ENSG00000104450
AGBL1	Dom	1.14	-2.23	ENSG00000166748
NEK2	Dom	0.818	1.3	ENSG00000117650
ERBB4	Dom	0.265	2.01	ENSG00000178568
ERMARD	Dom	1.02	-0.32	ENSG00000130023
TRAF3IP2	Dom	0.979	1.63	ENSG00000056972
EEF2	Dom	0.172	4.88	ENSG00000167658
NFKB2	Dom	0.163	3.94	ENSG00000077150
IFT172	Dom	0.755	1.19	ENSG00000138002
DCHS1	Dom	0.242	2.4	ENSG00000166341
VPS45	recessive	0.658	1.63	ENSG00000136631
SZT2	Dom	0.405	2.6	ENSG00000198198
IMPG1	Dom	1.35	-0.937	ENSG00000112706
ARNT2	Dom	0.291	1.98	ENSG00000172379
KLHL41	Dom	0.795	0.887	ENSG00000239474
CDK6	recessive	0.282	3.06	ENSG00000105810
PLXND1	Dom	0.157	3.35	ENSG00000004399
PLXND1	recessive	0.157	3.35	ENSG00000004399
STT3B	recessive	0.251	3.76	ENSG00000163527
NDUFA13	recessive	1.77	-0.904	ENSG00000186010
BBIP1	recessive	1.57	0.522	ENSG00000214413
TNC	Dom	0.445	-0.0821	ENSG00000041982
PCYT1A	Dom	0.858	1.64	ENSG00000161217
EIF2AK4	recessive	0.572	2.67	ENSG00000128829
EIF2AK4	Dom	0.572	2.67	ENSG00000128829
POGLUT1	Dom	0.893	1.15	ENSG00000163389
POGLUT1	recessive	0.893	1.15	ENSG00000163389
TNK2	recessive	0.802	-0.202	ENSG00000061938
PLS3	recessive	0.283	2.71	ENSG00000102024
SFXN4	recessive	0.912	0.765	ENSG00000183605
CRH	Dom	0.72	1.1	ENSG00000147571
SH2B3	recessive	0.803	0.415	ENSG00000111252
TRPA1	Dom	1.16	0.0357	ENSG00000104321
SYNJ1	Dom	0.33	2.25	ENSG00000159082
MID2	recessive	0.496	1.58	ENSG00000080561
ADD3	recessive	0.246	0.33	ENSG00000148700
UQCC2	recessive	1.04	0.499	ENSG00000137288
STUB1	recessive	0.68	1.16	ENSG00000103266
ADRA2B	Dom	1.22	0.366	ENSG00000222040
RELA	Dom	0.181	2.45	ENSG00000173039
NDUFA4	recessive	1.4	0.00789	ENSG00000189043
KIF1C	Dom	0.341	1.4	ENSG00000129250
GYPC	Dom	1.21	-1.3	ENSG00000136732
DNAJC13	Dom	0.197	2.28	ENSG00000138246
TUB	Dom	0.561	0.47	ENSG00000166402
LYRM4	recessive	1.54	0.362	ENSG00000214113
NFS1	recessive	0.53	1.41	ENSG00000244005
FBXO38	Dom	0.265	2.81	ENSG00000145868
PIK3CD	Dom	0.196	4.27	ENSG00000171608
KPTN	recessive	0.809	1.45	ENSG00000118162
GSC	recessive	1.13	0.917	ENSG00000133937
PRLR	Dom	0.293	0.681	ENSG00000113494
ITGB6	Dom	1.23	-0.694	ENSG00000115221
NECAP1	Dom	0.653	1.4	ENSG00000089818
SLC7A14	Dom	0.541	0.783	ENSG00000013293
FGF20	recessive	0.539	-0.874	ENSG00000078579
TAF4B	Dom	0.413	0.353	ENSG00000141384
ZMYND15	Dom	0.886	1.12	ENSG00000141497
TAF2	recessive	0.421	2.78	ENSG00000064313
TRIM2	recessive	0.27	3.57	ENSG00000109654
GRXCR2	recessive	1.57	-0.853	ENSG00000204928
IL21	recessive	0.643	1.54	ENSG00000138684
RNPC3	recessive	0.743	0.99	ENSG00000185946
AP1S3	Dom	1.08	0.507	ENSG00000152056
AP1S3	recessive	1.08	0.507	ENSG00000152056
EMP2	Dom	1.88	-0.44	ENSG00000213853
ERLIN1	recessive	0.539	1.79	ENSG00000107566
USP8	recessive	0.113	1.87	ENSG00000138592
WDR48	recessive	0.215	2.8	ENSG00000114742
ARSI	recessive	1.41	0.853	ENSG00000183876
PGAP1	recessive	0.6	1.26	ENSG00000197121
FLRT1	recessive	0.587	1.55	ENSG00000126500
ZFR	recessive	0.128	4.09	ENSG00000056097
REEP2	Dom	0.549	1.64	ENSG00000132563
CCNO	Dom	1.17	-0.136	ENSG00000152669
KPNA7	recessive	1.34	0.907	ENSG00000185467
DCAF8	Dom	0.201	3.15	ENSG00000132716
PIGQ	Dom	0.904	-0.095	ENSG00000007541
ADCY1	recessive	0.272	4.38	ENSG00000164742
IFT27	recessive	1.41	0.216	ENSG00000100360
HHAT	recessive	0.837	0.0546	ENSG00000054392
ABCA5	Dom	0.838	0.374	ENSG00000154265
METTL23	recessive	1.77	-0.973	ENSG00000181038
UNC45B	Dom	0.909	-0.404	ENSG00000141161
DNMT3A	Dom	1.58	3.45	ENSG00000119772
CLIP1	recessive	0.331	2.08	ENSG00000130779
DSTYK	recessive	0.371	1.59	ENSG00000133059
STX3	recessive	0.604	-0.01	ENSG00000166900
CLIC5	recessive	1.17	0.539	ENSG00000112782
RPS29	Dom	1.2	1.02	ENSG00000213741
ZP1	Dom	1.33	0.185	ENSG00000149506
LAS1L	recessive	0.179	2.67	ENSG00000001497
MYO1C	Dom	0.68	-0.637	ENSG00000197879
SLC26A8	recessive	0.835	1.44	ENSG00000112053
DNAH1	Dom	0.478	1.21	ENSG00000114841
DNAH1	recessive	0.478	1.21	ENSG00000114841
SLMAP	Dom	0.24	1.7	ENSG00000163681
CRYBA2	Dom	1.26	-0.38	ENSG00000163499
ATP6V1B2	recessive	0.287	2.49	ENSG00000147416
POC1B	Dom	0.933	-0.0928	ENSG00000139323
CCDC22	recessive	0.123	1.29	ENSG00000101997
A2ML1	Dom	0.952	0.327	ENSG00000166535
FBXO31	recessive	0.457	2.46	ENSG00000103264
FEZF1	Dom	0.342	1.29	ENSG00000128610
ANLN	Dom	0.374	0.897	ENSG00000011426
RASA2	Dom	1.2	1.88	ENSG00000155903
FGF5	recessive	1.88	-0.6	ENSG00000138675
AMBN	Dom	1.11	-0.348	ENSG00000178522
SETD2	Dom	0.206	3.05	ENSG00000181555
TSR2	Dom	0.561	0.989	ENSG00000158526
RPS28	Dom	0.796	1.51	ENSG00000233927
CASQ1	Dom	1.58	-0.0187	ENSG00000143318
SLC17A9	Dom	1.39	1.29	ENSG00000101194
SYCE1	Dom	0.965	0.663	ENSG00000171772
SLC13A5	recessive	0.669	1.14	ENSG00000141485
SLC13A5	Dom	0.669	1.14	ENSG00000141485
LMOD3	Dom	1.14	-0.618	ENSG00000163380
NDST1	recessive	0.187	2.92	ENSG00000070614
RPS20	Dom	1.01	1.05	ENSG00000008988
CENPE	recessive	0.308	1.27	ENSG00000138778
SASS6	recessive	0.679	1.01	ENSG00000156876
IGSF3	recessive	0.368	1.77	ENSG00000143061
ACD	Dom	1.19	-0.486	ENSG00000102977
MAP3K6	Dom	0.768	1.24	ENSG00000142733
MFAP5	Dom	0.849	0.322	ENSG00000197614
CRB2	Dom	0.888	1.11	ENSG00000148204
COL25A1	Dom	0.877	1.45	ENSG00000188517
DDX58	Dom	1.08	0.823	ENSG00000107201
CEP120	recessive	0.795	-0.233	ENSG00000168944
DEAF1	recessive	0.698	1.5	ENSG00000177030
PRKAR1B	Dom	0.538	2.08	ENSG00000188191
SEC24D	Dom	0.584	1.43	ENSG00000150961
SNAP25	Dom	0.229	2.96	ENSG00000132639
SIK1	Dom	0.341	1.49	ENSG00000142178
GPR161	Dom	0.786	1.51	ENSG00000143147
NOS1	recessive	0.19	3.68	ENSG00000089250
PARN	Dom	0.519	0.794	ENSG00000140694
NDUFB11	recessive	0.556	0.513	ENSG00000147123
GCNT2	Dom	1.16	-1.1	ENSG00000111846
RNF113A	recessive	0.42	1.77	ENSG00000125352
KCNH1	recessive	0.387	3.82	ENSG00000143473
APC2	Dom	0.225	0.754	ENSG00000115266
CXCR2	recessive	1.13	0.182	ENSG00000180871
CERS1	recessive	0.692	0.815	ENSG00000223802
KANK2	recessive	0.475	0.484	ENSG00000197256
TEX11	Dom	0.08	1.81	ENSG00000120498
PCLO	recessive	0.124	-1.46	ENSG00000186472
IL17RC	Dom	0.867	0.0924	ENSG00000163702
TOR1AIP1	recessive	0.907	-0.883	ENSG00000143337
TARS2	recessive	0.841	1.77	ENSG00000143374
RNF31	recessive	0.19	2.14	ENSG00000092098
TNFRSF4	recessive	1.32	0.623	ENSG00000186827
STAT2	recessive	0.319	2.6	ENSG00000170581
EDC3	recessive	0.646	2.05	ENSG00000179151
FZD2	Dom	0.471	3.67	ENSG00000180340
PMPCA	recessive	1.07	0.162	ENSG00000165688
DRAM2	Dom	1.08	0.454	ENSG00000156171
COA3	recessive	1.53	-0.189	ENSG00000183978
SPARC	Dom	0.393	1.1	ENSG00000113140
RSPH3	Dom	0.933	0.0674	ENSG00000130363
RNASEH1	Dom	0.738	0.107	ENSG00000171865
ATF6	Dom	0.698	0.557	ENSG00000118217
CTNNA1	Dom	0.313	3.66	ENSG00000044115
UFSP2	Dom	0.828	0.476	ENSG00000109775
UFSP2	recessive	0.828	0.476	ENSG00000109775
LSS	Dom	0.603	0.665	ENSG00000160285
SLC25A46	Dom	0.906	0.16	ENSG00000164209
NDUFA12	recessive	1.49	0.00353	ENSG00000184752
REV3L	Dom	0.117	2.47	ENSG00000009413
PICK1	recessive	0.671	2.01	ENSG00000100151
CNGA2	Dom	0.787	-0.0285	ENSG00000183862
TTLL5	Dom	0.757	-0.04	ENSG00000119685
PCNA	recessive	0.261	2.47	ENSG00000132646
GAS8	Dom	1.19	-0.919	ENSG00000141013
NUP107	Dom	0.57	1.89	ENSG00000111581
NUP107	recessive	0.57	1.89	ENSG00000111581
FCGR3A	recessive	1.5	-1.04	ENSG00000203747
CIDEC	recessive	0.943	-0.669	ENSG00000187288
LIPE	recessive	0.851	0.952	ENSG00000079435
TRAF3IP1	recessive	0.737	0.328	ENSG00000204104
PMVK	Dom	1.4	0.754	ENSG00000163344
RDH11	recessive	1.35	0.554	ENSG00000072042
NSMCE2	recessive	0.862	0.815	ENSG00000156831
IARS2	recessive	0.385	1.17	ENSG00000067704
KIF14	recessive	0.429	0.769	ENSG00000118193
SPRTN	recessive	0.304	0.739	ENSG00000010072
RPIA	recessive	0.889	0.959	ENSG00000153574
SHPK	recessive	1.08	0.466	ENSG00000262304
SLC12A5	Dom	0.138	4.7	ENSG00000124140
MMP21	Dom	1.2	1.34	ENSG00000154485
TRIM44	Dom	0.659	1.07	ENSG00000166326
GCGR	recessive	0.857	1.66	ENSG00000215644
FAR1	Dom	0.299	3.3	ENSG00000197601
COL13A1	Dom	0.753	0.77	ENSG00000197467
ANKRD1	Dom	1.34	0.193	ENSG00000148677
MAPRE2	Dom	0.406	3.19	ENSG00000166974
HNMT	recessive	0.796	0.661	ENSG00000150540
SASH1	Dom	0.44	0.604	ENSG00000111961
SASH1	recessive	0.44	0.604	ENSG00000111961
LRP1	Dom	0.058	8.25	ENSG00000123384
LRP1	recessive	0.058	8.25	ENSG00000123384
MCM9	recessive	0.872	1.45	ENSG00000111877
CPT1C	Dom	0.694	1.31	ENSG00000169169
TPP2	recessive	0.263	3.86	ENSG00000134900
EZR	recessive	0.44	0.984	ENSG00000092820
KRT25	Dom	1.1	0.166	ENSG00000204897
REST	Dom	0.286	0.781	ENSG00000084093
SLC6A2	Dom	0.476	2.02	ENSG00000103546
BRD4	Dom	0.048	3.59	ENSG00000141867
CNKSR2	Dom	0.185	3.61	ENSG00000149970
KLC2	recessive	0.315	2.02	ENSG00000174996
HSPA9	recessive	0.319	1.04	ENSG00000113013
OVOL2	Dom	0.567	1.09	ENSG00000125850
VPS13C	recessive	0.677	-1.29	ENSG00000129003
SLC9A3	Dom	0.31	2.49	ENSG00000066230
COX8A	recessive	1.84	0.154	ENSG00000176340
RNF43	Dom	0.374	1.85	ENSG00000108375
PER3	Dom	0.841	-0.109	ENSG00000049246
LMAN2L	recessive	1.3	0.188	ENSG00000114988
NUP93	Dom	0.559	1.3	ENSG00000102900
NUP205	Dom	0.232	1.35	ENSG00000155561
BMP6	Dom	0.411	-1.03	ENSG00000153162
CAD	recessive	0.251	4.34	ENSG00000084774
SLC9A1	recessive	0.375	3.55	ENSG00000090020
POLR1A	recessive	0.256	2.95	ENSG00000068654
DMXL2	Dom	0.158	2.37	ENSG00000104093
CWF19L1	recessive	1.15	1.1	ENSG00000095485
IPMK	Dom	0.33	0.773	ENSG00000151151
CLTCL1	recessive	0.982	0.777	ENSG00000070371
SIPA1L3	Dom	0.2	1.55	ENSG00000105738
CCDC88A	recessive	0.13	2.35	ENSG00000115355
MME	recessive	0.923	0.358	ENSG00000196549
MME	Dom	0.923	0.358	ENSG00000196549
MYOD1	recessive	1.05	-0.394	ENSG00000129152
MCM2	Dom	0.585	1.68	ENSG00000073111
CD164	Dom	0.613	-0.257	ENSG00000135535
MRPS7	recessive	1.12	-0.0787	ENSG00000125445
TAPT1	recessive	0.564	1.92	ENSG00000169762
TRPC3	Dom	0.702	3.84	ENSG00000138741
AGBL5	Dom	0.679	1.29	ENSG00000084693
NEK9	recessive	0.86	2.5	ENSG00000119638
SFRP4	recessive	0.948	0.0459	ENSG00000106483
PRDM6	Dom	0.424	1.13	ENSG00000061455
TNIK	recessive	0.181	4.1	ENSG00000154310
CDC45	Dom	0.598	0.828	ENSG00000093009
GUF1	Dom	1.14	0.152	ENSG00000151806
DNAJB13	Dom	0.783	0.678	ENSG00000187726
LEMD2	Dom	0.413	1.82	ENSG00000161904
KLHL10	Dom	0.306	2.72	ENSG00000161594
TMEM126B	recessive	1.64	-0.179	ENSG00000171204
ELMO2	recessive	0.556	3.27	ENSG00000062598
PRMT7	recessive	0.987	0.683	ENSG00000132600
FGF12	Dom	0.537	1.52	ENSG00000114279
ATP4A	recessive	0.747	2.87	ENSG00000105675
MMP19	Dom	1.47	0.364	ENSG00000123342
RLIM	Dom	0.247	2.42	ENSG00000131263
UBA5	Dom	0.722	1.29	ENSG00000081307
NME7	Dom	0.909	0.505	ENSG00000143156
ABCC1	Dom	0.397	1.77	ENSG00000103222
ANKS3	Dom	0.726	-1.76	ENSG00000168096
BCORL1	Dom	0.152	2.06	ENSG00000085185
BDP1	recessive	0.596	-0.124	ENSG00000145734
BVES	recessive	0.945	0.716	ENSG00000112276
CACNA1B	Dom	0.24	4.52	ENSG00000148408
CARS2	recessive	0.84	0.249	ENSG00000134905
CCDC174	recessive	0.863	0.0441	ENSG00000154781
CTNND1	Dom	0.185	2.08	ENSG00000198561
DHX38	Dom	0.607	2.67	ENSG00000140829
DLX6	Dom	0.378	1.17	ENSG00000006377
EMC1	Dom	1.01	1.35	ENSG00000127463
FOXA2	Dom	0.477	0.378	ENSG00000125798
GABBR2	Dom	0.167	4.63	ENSG00000136928
GFM2	recessive	1.04	0.797	ENSG00000164347
GINS1	recessive	1.28	0.221	ENSG00000101003
GPT2	recessive	0.698	1.88	ENSG00000166123
GREB1L	recessive	0.075	5.37	ENSG00000141449
HAND2	Dom	0.941	1.18	ENSG00000164107
HEY2	Dom	0.407	0.854	ENSG00000135547
HMOX1	recessive	0.927	-0.52	ENSG00000100292
IFT52	recessive	0.866	1.44	ENSG00000101052
IFT74	recessive	0.88	-1.07	ENSG00000096872
IQSEC1	recessive	0.224	2.28	ENSG00000144711
KDM5B	recessive	0.572	1.78	ENSG00000117139
LAMA5	Dom	0.311	-0.272	ENSG00000130702
LIMS2	recessive	0.88	0.373	ENSG00000072163
LOXL3	recessive	0.86	1.56	ENSG00000115318
MAGI2	Dom	0.257	1.81	ENSG00000187391
MCIDAS	Dom	0.865	1.88	ENSG00000234602
MDH2	Dom	0.807	0.0254	ENSG00000146701
MORC2	Dom	0.205	3.23	ENSG00000133422
MSN	recessive	0.13	2.93	ENSG00000147065
NDUFA6	recessive	1.71	-0.799	ENSG00000184983
NDUFB10	recessive	1.09	-1.15	ENSG00000140990
NEDD4L	Dom	0.198	3.73	ENSG00000049759
NTN1	Dom	0.222	2.27	ENSG00000065320
RORC	recessive	0.161	2.29	ENSG00000143365
SCN3A	Dom	0.174	4.62	ENSG00000153253
SLC18A3	Dom	0.636	0.145	ENSG00000187714
SMARCC2	Dom	0.117	3.91	ENSG00000139613
SOBP	recessive	0.127	1.92	ENSG00000112320
TBR1	recessive	0.194	3.64	ENSG00000136535
TFRC	recessive	0.581	0.605	ENSG00000072274
TIMMDC1	recessive	1.27	0.00439	ENSG00000113845
TMEM107	recessive	1.9	1.09	ENSG00000179029
TMEM199	recessive	1.46	-0.246	ENSG00000244045
TDO2	recessive	1.04	-0.221	ENSG00000151790
UFM1	Dom	1.04	0.617	ENSG00000120686
UQCRFS1	recessive	0.949	1.83	ENSG00000169021
WDR4	recessive	1.12	-1.02	ENSG00000160193
DYNC2LI1	recessive	1.13	-0.326	ENSG00000138036
ESR2	Dom	1.01	0.405	ENSG00000140009
PODXL	recessive	0.687	0.672	ENSG00000128567
GPR68	recessive	1.36	1.19	ENSG00000119714
PKD1L1	Dom	0.732	0.335	ENSG00000158683
CRIM1	Dom	0.238	0.194	ENSG00000150938
VPS11	recessive	0.538	2.3	ENSG00000160695
FRMD4A	recessive	0.135	2.46	ENSG00000151474
MAPKAPK3	Dom	1.12	1.44	ENSG00000114738
ITPR2	recessive	0.615	3.71	ENSG00000123104
RCBTB1	recessive	0.794	1.03	ENSG00000136144
MAD2L2	recessive	0.717	1.57	ENSG00000116670
TGM3	recessive	0.686	-0.411	ENSG00000125780
MYL4	Dom	1.38	0.377	ENSG00000198336
TECRL	Dom	1.31	-0.415	ENSG00000205678
PLD3	Dom	0.772	0.999	ENSG00000105223
VPS4B	Dom	0.478	2.41	ENSG00000119541
MYO9A	Dom	0.304	1.74	ENSG00000066933
TRMT5	recessive	0.588	0.102	ENSG00000126814
TXN2	recessive	1.73	0.615	ENSG00000100348
SRC	Dom	0.244	3.87	ENSG00000197122
TRMT10C	recessive	1.14	0.769	ENSG00000174173
CCNF	Dom	0.419	0.741	ENSG00000162063
MINPP1	recessive	0.76	0.579	ENSG00000107789
TENM1	Dom	0.193	3.43	ENSG00000009694
YY1AP1	Dom	1.31	-1.18	ENSG00000163374
REEP6	Dom	1.5	-0.157	ENSG00000115255
KEAP1	Dom	0.627	3.8	ENSG00000079999
AP3B2	Dom	0.342	2.92	ENSG00000103723
AK9	recessive	0.738	2.19	ENSG00000155085
SSUH2	Dom	1.18	-0.441	ENSG00000125046
ARHGEF18	Dom	0.455	2.25	ENSG00000104880
COLEC10	recessive	0.965	0.0281	ENSG00000184374
TAF13	recessive	1.09	1.26	ENSG00000197780
ZNHIT3	Dom	1.8	-0.605	ENSG00000108278
PYCR2	recessive	1.34	0.948	ENSG00000143811
EXOC6B	recessive	0.396	2.09	ENSG00000144036
KDSR	Dom	0.578	0.938	ENSG00000119537
KCNN3	recessive	0.319	3.33	ENSG00000143603
RAB11A	Dom	0.209	3.09	ENSG00000103769
LMOD1	Dom	0.407	1.19	ENSG00000163431
PIGP	Dom	1.37	-0.558	ENSG00000185808
COX5A	recessive	0.791	0.246	ENSG00000178741
SPIDR	Dom	1.09	-0.217	ENSG00000164808
PET117	recessive	1.83	0.469	ENSG00000232838
SLC45A1	recessive	0.745	1.47	ENSG00000162426
TRIP13	Dom	0.25	2.32	ENSG00000071539
ERAL1	recessive	1.02	0.358	ENSG00000132591
DAB1	Dom	0.215	1.52	ENSG00000173406
MSH3	recessive	1.16	-0.799	ENSG00000113318
LGI4	recessive	0.684	1.07	ENSG00000153902
AMTN	Dom	1.81	0.38	ENSG00000187689
ROR1	recessive	0.267	2.17	ENSG00000185483
WBP2	recessive	0.591	0.296	ENSG00000132471
SLC44A4	Dom	0.907	1.11	ENSG00000204385
DZIP1L	recessive	1.3	0.101	ENSG00000158163
IFT88	Dom	0.708	0.335	ENSG00000032742
CSNK2B	Dom	0.383	3.13	ENSG00000204435
CPLX1	recessive	0.521	-0.351	ENSG00000168993
STK36	Dom	0.862	1.12	ENSG00000163482
ARSG	recessive	1.15	0.893	ENSG00000141337
TAF1A	Dom	0.999	1	ENSG00000143498
IQCE	recessive	1.58	-0.934	ENSG00000106012
PARS2	Dom	0.882	0.288	ENSG00000162396
WDFY3	Dom	0.071	5.82	ENSG00000163625
KY	recessive	0.892	0.826	ENSG00000174611
CCDC141	Dom	0.997	-0.0354	ENSG00000163492
RPL35	Dom	0.723	1.22	ENSG00000136942
RPL18	Dom	0.284	1.85	ENSG00000063177
ZP2	Dom	0.73	0.134	ENSG00000103310
SET	Dom	0.183	2.66	ENSG00000119335
YWHAG	Dom	0.289	2.95	ENSG00000170027
ROBO1	Dom	0.597	1.07	ENSG00000169855
FRRS1L	recessive	1.09	0.581	ENSG00000260230
TPRKB	recessive	1.31	0.101	ENSG00000144034
MEIOB	Dom	1.42	0.891	ENSG00000162039
VAC14	recessive	0.421	2.17	ENSG00000103043
GNB3	Dom	1.38	1.05	ENSG00000111664
TELO2	recessive	0.927	-0.367	ENSG00000100726
RFWD3	recessive	0.778	-0.892	ENSG00000168411
TDRD9	Dom	0.649	2.36	ENSG00000156414
SCAPER	Dom	0.377	2.72	ENSG00000140386
SCAPER	recessive	0.377	2.72	ENSG00000140386
COX4I1	recessive	0.68	-0.174	ENSG00000131143
NUS1	Dom	0.247	0.876	ENSG00000153989
PPP3CA	Dom	0.158	3.63	ENSG00000138814
SLC25A24	recessive	1.13	0.824	ENSG00000085491
TMTC3	Dom	0.563	1.62	ENSG00000139324
GLI1	recessive	0.924	1.08	ENSG00000111087
GLI1	Dom	0.924	1.08	ENSG00000111087
DNAL4	Dom	1.7	0.446	ENSG00000100246
ADAMTS3	recessive	0.604	0.545	ENSG00000156140
CDH11	recessive	0.156	1.59	ENSG00000140937
MYO1H	Dom	0.962	0.652	ENSG00000174527
ARL3	Dom	1.1	1.16	ENSG00000138175
SRP54	Dom	0.219	3.45	ENSG00000100883
SRP54	recessive	0.219	3.45	ENSG00000100883
NXN	recessive	0.218	2.18	ENSG00000167693
SMARCD2	recessive	0.625	2.22	ENSG00000108604
COPB2	recessive	0.089	2.56	ENSG00000184432
GGT1	recessive	0.738	0.857	ENSG00000100031
CDK19	Dom	0.163	3.56	ENSG00000155111
EPS15L1	Dom	0.245	1.9	ENSG00000127527
KIF20A	Dom	0.74	1.28	ENSG00000112984
SPAG17	recessive	0.626	0.0798	ENSG00000155761
ANGPTL6	Dom	1.19	0.568	ENSG00000130812
GPRASP2	recessive	0.269	0.713	ENSG00000158301
FIBP	recessive	1.04	1.03	ENSG00000172500
CHD1	Dom	0.162	4.21	ENSG00000153922
ERBB2	Dom	0.397	3.25	ENSG00000141736
PIK3C2A	recessive	0.359	1.3	ENSG00000011405
RINT1	recessive	0.826	0.825	ENSG00000135249
RIPK1	recessive	0.554	1.56	ENSG00000137275
TRRAP	Dom	0.06	8.17	ENSG00000196367
SLC30A9	recessive	0.679	1.85	ENSG00000014824
TRAK1	Dom	0.519	1.09	ENSG00000182606
CD55	recessive	1.27	0.923	ENSG00000196352
CNPY3	Dom	0.567	0.419	ENSG00000137161
DLST	Dom	0.449	0.585	ENSG00000119689
YME1L1	recessive	0.448	2.51	ENSG00000136758
SLC25A11	Dom	0.512	2.49	ENSG00000108528
JARID2	Dom	0.188	2.69	ENSG00000008083
NCAPD3	recessive	0.489	-0.728	ENSG00000151503
ERGIC1	recessive	0.473	1.45	ENSG00000113719
GABRA5	Dom	0.372	3.23	ENSG00000186297
AK7	recessive	0.853	0.487	ENSG00000140057
ATAD1	Dom	0.754	2.1	ENSG00000138138
TEX15	Dom	0.778	-1.15	ENSG00000133863
RSPO2	recessive	0.762	0.496	ENSG00000147655
PDE1C	Dom	0.699	1.39	ENSG00000154678
AHR	Dom	0.154	0.735	ENSG00000106546
TRIM28	Dom	0.082	2.33	ENSG00000130726
PPCS	Dom	0.966	0.802	ENSG00000127125
EXOSC9	recessive	1.11	0.153	ENSG00000123737
SAMD12	Dom	1.14	-0.0826	ENSG00000177570
RASGRP1	Dom	0.318	2.74	ENSG00000172575
GAPVD1	Dom	0.125	2.59	ENSG00000165219
ANKFY1	Dom	0.312	2.46	ENSG00000185722
SLC39A14	recessive	0.554	1.92	ENSG00000104635
ACTL6A	Dom	0.246	2.94	ENSG00000136518
COX6A2	recessive	1.58	0.235	ENSG00000156885
NUP85	Dom	0.145	0.755	ENSG00000125450
NUP37	Dom	0.928	0.47	ENSG00000075188
TRPV6	recessive	0.666	1.38	ENSG00000165125
NUP160	Dom	0.419	1.04	ENSG00000030066
NUP133	Dom	0.448	1.02	ENSG00000069248
FSIP2	recessive	0.512	3.31	ENSG00000188738
THSD1	Dom	0.883	0.497	ENSG00000136114
DNMBP	Dom	0.721	0.651	ENSG00000107554
LRRC56	Dom	1.25	-0.883	ENSG00000161328
MEI1	recessive	0.635	0.872	ENSG00000167077
PHACTR1	Dom	0.917	0.708	ENSG00000112137
PERP	Dom	0.927	0.463	ENSG00000112378
RPS15A	Dom	0.559	2.24	ENSG00000134419
IL7	recessive	0.36	0.705	ENSG00000104432
DNAH9	Dom	0.722	-0.0429	ENSG00000007174
TRIM8	Dom	0.26	2.74	ENSG00000171206
ADAMTS9	recessive	0.39	0.955	ENSG00000163638
RSRC1	recessive	0.836	0.0946	ENSG00000174891
TBC1D8B	Dom	0.743	0.057	ENSG00000133138
GAS2L2	Dom	0.793	-0.36	ENSG00000132139
NEUROD2	Dom	0.332	2.67	ENSG00000171532
TONSL	recessive	0.689	-0.0929	ENSG00000160949
RELT	Dom	0.928	-0.275	ENSG00000054967
MED13	Dom	0.03	2.62	ENSG00000108510
PANK4	Dom	0.304	2.42	ENSG00000157881
CAP2	Dom	0.407	1.1	ENSG00000112186
RFC1	recessive	0.305	1.38	ENSG00000035928
TEX14	Dom	0.954	-0.406	ENSG00000121101
ACTL6B	Dom	0.645	3.27	ENSG00000077080
PPIP5K2	recessive	0.82	3.8	ENSG00000145725
USP45	Dom	1.06	0.642	ENSG00000123552
KIAA0825	recessive	1.53	0.595	ENSG00000185261
TMEM132E	recessive	0.644	1.34	ENSG00000181291
GRAP	recessive	1.22	1.14	ENSG00000154016
TTC21A	recessive	0.883	0.949	ENSG00000168026
ZMIZ1	Dom	0.252	3.39	ENSG00000108175
SOX4	Dom	0.359	1.17	ENSG00000124766
PUS7	Dom	0.827	1.43	ENSG00000091127
